id_servidor,paso_temporal,temperatura_cpu,uso_cpu,uso_memoria,trafico_red,fallo
31,26,58.57,62.7,54.74,86.7,0
31,27,64.54,67.97,57.47,319.39,0
31,28,67.97,74.08,54.75,145.49,0
31,29,67.05,70.15,53.93,56.35,0
31,30,68.1,82.53,56.33,37.38,0
31,31,68.7,83.06,64.54,418.66,0
31,32,64.83,73.97,50.57,177.35,0
31,33,61.56,78.63,59.42,86.22,0
31,34,66.33,75.36,54.21,194.89,0
31,35,68.89,83.53,56.2,407.63,0
31,36,76.6,91.91,57.44,133.24,0
31,37,73.49,89.4,61.79,262.44,0
31,38,81.11,95.14,60.91,322.38,0
31,39,73.43,89.46,62.71,46.97,1
32,0,48.65,35.62,38.77,1000.0,0
32,1,40.3,31.33,40.66,126.66,0
32,2,56.84,38.5,44.13,324.61,0
32,3,58.64,38.14,44.27,197.48,0
32,4,51.57,37.15,39.67,224.93,0
32,5,51.47,41.56,48.34,288.14,0
32,6,46.53,33.94,45.99,281.5,0
32,7,47.11,36.87,41.46,138.94,0
32,8,51.53,31.94,37.91,243.8,0
32,9,52.21,44.09,44.62,234.79,0
32,10,58.11,42.21,47.95,205.63,0
32,11,47.93,34.32,40.8,155.6,0
32,12,46.83,35.82,43.0,205.39,0
32,13,47.86,39.71,41.65,416.1,0
32,14,44.52,33.69,49.01,144.6,0
32,15,48.62,31.65,41.81,324.79,0
32,16,44.2,37.77,48.11,105.64,0
32,17,44.64,34.59,44.51,74.24,0
32,18,53.4,35.01,42.94,573.17,0
32,19,42.41,30.94,40.94,244.8,0
32,20,48.06,27.41,37.26,248.1,0
32,21,39.95,35.22,41.68,251.43,0
32,22,55.23,37.9,41.05,348.88,0
32,23,42.27,33.37,38.65,228.94,0
32,24,46.9,40.02,52.22,277.95,0
32,25,49.19,31.46,42.4,52.97,0
32,26,46.91,30.06,45.68,298.07,0
32,27,51.22,34.01,40.0,151.59,0
32,28,42.5,33.95,38.47,260.61,0
32,29,48.04,37.36,40.91,25.81,0
32,30,43.87,31.18,39.96,255.62,0
32,31,45.84,39.75,45.33,89.03,0
32,32,53.77,42.14,45.79,146.89,0
32,33,51.47,34.12,40.12,24.67,0
32,34,48.72,39.27,45.28,255.96,0
32,35,51.91,30.05,41.42,188.31,0
32,36,46.6,38.58,47.0,87.51,0
32,37,55.69,38.47,49.48,352.13,0
32,38,51.6,37.73,43.1,72.4,0
32,39,42.84,34.21,46.73,695.72,0
33,0,40.23,22.36,33.77,49.81,0
33,1,43.71,21.2,29.7,136.37,0
33,2,38.23,28.62,32.75,103.12,0
33,3,39.26,25.55,33.93,218.09,0
33,4,43.57,24.71,30.71,30.77,0
33,5,50.27,26.94,36.38,295.02,0
33,6,43.93,22.65,37.36,759.65,0
33,7,39.12,20.61,26.81,139.14,0
33,8,35.84,21.3,25.94,178.28,0
33,9,40.32,23.72,32.38,129.9,0
33,10,40.79,19.47,25.0,63.68,0
33,11,32.55,21.71,25.95,181.43,0
33,12,37.1,21.64,23.46,141.51,0
33,13,43.86,32.21,33.71,65.47,0
33,14,36.77,12.61,26.05,311.69,0
33,15,42.36,22.99,29.12,260.33,0
33,16,43.64,30.61,38.85,472.66,0
33,17,45.15,24.2,35.71,280.18,0
33,18,44.79,26.72,38.87,102.79,0
33,19,41.61,24.11,31.49,71.31,0
33,20,44.25,21.04,33.86,120.68,0
33,21,41.03,14.74,28.14,100.0,0
33,22,37.47,24.53,32.21,193.05,0
33,23,41.35,20.61,28.21,4.66,0
33,24,44.99,20.51,22.24,257.67,0
33,25,46.22,21.71,32.36,190.94,0
33,26,47.6,30.69,38.1,243.9,0
33,27,46.4,33.33,30.45,42.7,0
33,28,44.99,24.58,31.51,209.6,0
33,29,45.28,21.85,33.59,335.9,0
33,30,41.2,19.0,27.85,76.74,0
33,31,44.68,25.58,35.93,790.44,0
33,32,45.19,30.84,33.9,265.43,0
33,33,37.1,22.72,28.97,63.71,0
33,34,37.83,14.19,31.0,152.01,0
33,35,41.43,26.39,29.28,357.09,0
33,36,42.02,27.65,30.53,75.16,0
33,37,45.72,17.37,25.34,365.33,0
33,38,47.04,24.41,27.7,139.71,0
33,39,36.96,25.51,32.47,45.46,0
34,0,49.16,30.76,46.06,257.57,0
34,1,43.24,24.1,46.66,457.35,0
34,2,47.51,28.44,46.57,165.89,0
34,3,50.0,30.77,51.69,75.24,0
34,4,45.73,34.63,53.74,153.64,0
34,5,43.43,32.1,55.36,141.6,0
34,6,37.33,26.58,40.36,171.8,0
34,7,48.2,34.15,48.81,62.1,0
34,8,46.8,28.23,52.52,274.09,0
34,9,37.97,24.49,41.92,224.5,0
34,10,50.9,28.74,51.12,28.33,0
34,11,44.9,35.18,55.1,957.72,0
34,12,37.43,30.09,48.97,82.62,0
34,13,51.54,29.48,44.1,38.06,0
34,14,40.66,35.98,51.32,190.48,0
34,15,46.76,23.71,51.01,30.94,0
34,16,46.06,24.29,51.53,250.74,0
34,17,43.84,22.97,46.55,160.66,0
34,18,44.13,30.92,46.22,56.48,0
34,19,47.86,30.1,54.81,369.02,0
34,20,52.57,35.6,54.26,97.6,0
34,21,42.04,30.41,46.2,118.61,0
34,22,48.7,27.82,49.17,332.84,0
34,23,49.27,29.44,49.75,84.86,0
34,24,46.93,29.9,46.88,271.61,0
34,25,40.31,22.75,46.91,320.9,0
34,26,54.27,40.27,57.3,237.42,0
34,27,48.53,31.51,48.73,6.61,0
34,28,41.86,30.27,53.14,107.52,0
34,29,45.2,31.89,44.08,998.49,0
34,30,50.12,32.27,57.37,121.14,0
34,31,45.74,28.87,48.71,538.36,0
34,32,48.72,26.91,51.17,385.08,0
34,33,45.28,31.83,50.57,242.29,0
34,34,42.25,30.97,46.75,215.67,0
34,35,52.82,26.19,47.19,124.22,0
34,36,41.43,35.11,45.02,169.33,0
34,37,44.08,30.61,51.57,97.35,0
34,38,48.0,32.35,50.72,763.22,0
34,39,52.04,35.0,50.64,595.59,0
35,0,47.98,39.24,40.46,253.62,0
35,1,63.57,48.28,43.83,104.78,0
35,2,54.04,41.36,40.12,207.01,0
35,3,53.71,48.91,46.48,187.34,0
35,4,53.56,48.78,43.84,86.51,0
35,5,47.92,43.37,44.77,138.62,0
35,6,55.64,51.62,49.27,973.46,0
35,7,46.52,50.35,46.21,197.98,0
35,8,60.5,51.03,46.29,245.86,0
35,9,42.43,47.17,46.36,332.7,0
35,10,51.24,41.47,43.09,232.19,0
35,11,50.9,51.04,51.88,50.48,0
35,12,50.38,46.05,46.3,212.47,0
35,13,48.83,41.57,46.85,105.83,0
35,14,63.87,52.54,50.18,397.24,0
35,15,53.13,55.53,45.16,227.91,0
35,16,57.26,46.97,43.82,108.31,0
35,17,62.29,55.77,49.46,247.98,0
35,18,44.49,47.5,48.76,190.89,0
35,19,50.52,45.61,51.41,26.15,0
35,20,58.46,44.61,43.0,283.57,0
35,21,51.43,53.68,48.86,131.34,0
35,22,57.04,44.01,46.97,350.47,0
35,23,54.96,50.07,46.87,165.07,0
35,24,52.41,44.9,50.15,352.72,0
35,25,53.11,45.29,40.46,230.99,0
35,26,56.95,51.25,49.82,296.89,0
35,27,49.16,45.61,47.25,120.98,0
35,28,51.89,45.51,48.81,222.36,0
35,29,57.25,51.66,47.98,27.15,0
35,30,57.33,53.52,51.55,164.76,0
35,31,56.26,49.71,46.07,1.86,0
35,32,49.6,44.51,41.91,674.83,0
35,33,55.27,45.09,41.69,73.1,0
35,34,54.33,47.45,41.12,259.25,0
35,35,47.95,48.42,44.85,162.32,0
35,36,49.74,43.18,44.98,183.77,0
35,37,51.43,50.02,46.35,159.05,0
35,38,50.2,47.47,46.54,309.69,0
35,39,48.62,40.27,46.72,720.67,0
36,0,55.82,37.74,49.51,76.29,0
36,1,48.05,43.27,44.98,316.27,0
36,2,53.62,45.14,32.9,142.0,0
36,3,52.48,44.61,49.4,344.94,0
36,4,50.67,42.1,42.41,276.8,0
36,5,52.85,33.68,37.76,173.18,0
36,6,50.24,45.79,44.54,59.51,0
36,7,49.43,49.62,46.1,293.33,0
36,8,58.79,58.07,53.4,198.2,0
36,9,51.83,46.58,41.06,57.15,0
36,10,66.94,46.59,42.66,103.97,0
36,11,58.41,51.54,49.57,48.75,0
36,12,53.49,50.28,49.93,169.4,0
36,13,54.22,57.49,53.24,445.28,0
36,14,47.6,50.27,45.27,276.59,0
36,15,52.58,53.66,46.17,442.85,0
36,16,59.75,59.33,50.28,285.89,0
36,17,64.51,58.27,52.26,303.3,0
36,18,65.43,62.92,58.47,978.39,0
36,19,59.5,57.8,44.5,225.27,0
36,20,61.02,65.89,54.17,157.53,0
36,21,58.61,55.5,45.83,303.92,0
36,22,56.15,57.01,45.45,354.46,0
36,23,71.07,69.99,59.93,122.4,0
36,24,61.74,66.29,56.88,93.41,0
36,25,64.48,71.36,58.85,196.66,0
36,26,55.11,69.52,59.57,279.78,0
36,27,63.67,70.55,55.41,275.77,0
36,28,66.05,66.75,53.86,9.1,0
36,29,61.52,73.46,65.52,409.39,0
36,30,66.05,80.54,60.68,103.06,0
36,31,70.53,76.87,62.27,148.19,0
36,32,63.32,80.94,61.69,71.68,0
36,33,74.14,82.41,56.24,503.8,0
36,34,65.45,77.35,53.31,209.05,0
36,35,70.21,86.45,62.24,77.88,0
36,36,65.87,83.41,66.27,283.67,0
36,37,72.75,85.29,66.23,272.3,0
36,38,86.18,96.4,71.65,157.47,0
36,39,77.49,92.1,63.44,280.87,1
37,0,54.43,43.5,57.31,721.26,0
37,1,60.53,49.84,54.44,79.42,0
37,2,54.74,59.95,56.1,107.96,0
37,3,54.62,54.09,57.58,251.22,0
37,4,52.87,46.02,53.18,180.37,0
37,5,62.16,52.2,58.23,250.15,0
37,6,49.46,43.67,52.55,208.54,0
37,7,49.79,43.85,57.17,237.56,0
37,8,56.48,49.07,56.13,128.12,0
37,9,53.4,51.54,58.69,207.81,0
37,10,56.8,52.58,59.18,68.72,0
37,11,50.01,52.64,59.33,334.61,0
37,12,64.46,51.31,58.01,103.89,0
37,13,46.33,42.88,55.98,315.46,0
37,14,53.3,49.09,54.46,151.97,0
37,15,56.35,53.21,63.56,204.24,0
37,16,63.16,51.11,57.22,120.6,0
37,17,49.73,50.06,53.2,58.08,0
37,18,63.23,50.65,58.41,29.37,0
37,19,58.3,50.59,54.95,53.36,0
37,20,52.75,41.48,55.86,141.13,0
37,21,52.88,53.96,66.57,205.43,0
37,22,56.78,48.89,54.4,301.25,0
37,23,53.1,52.17,59.57,126.51,0
37,24,55.52,40.11,47.25,74.16,0
37,25,53.87,55.98,61.69,6.87,0
37,26,52.11,44.71,52.19,237.61,0
37,27,57.15,59.5,59.71,345.98,0
37,28,54.64,57.81,57.38,331.96,0
37,29,55.22,44.04,57.23,265.19,0
37,30,58.34,52.6,61.99,256.63,0
37,31,57.66,45.27,55.44,383.71,0
37,32,46.4,46.78,53.19,219.85,0
37,33,57.82,46.87,61.33,257.54,0
37,34,65.54,51.13,55.53,141.51,0
37,35,53.49,50.63,50.65,16.55,0
37,36,60.06,44.53,56.55,97.94,0
37,37,54.45,51.1,54.34,178.9,0
37,38,48.83,48.52,60.09,187.29,0
37,39,50.12,42.05,52.66,411.15,0
38,0,52.98,41.17,43.7,125.85,0
38,1,49.11,35.44,46.57,164.3,0
38,2,48.86,32.05,45.05,215.14,0
38,3,49.41,38.89,45.81,45.65,0
38,4,53.22,46.44,52.24,8.33,0
38,5,52.25,36.15,41.16,103.57,0
38,6,59.96,40.39,45.77,736.5,0
38,7,41.41,32.63,48.89,151.29,0
38,8,45.31,29.84,42.42,357.37,0
38,9,45.79,40.24,47.29,2.11,0
38,10,56.2,38.77,53.82,89.84,0
38,11,45.62,34.72,39.78,362.41,0
38,12,46.19,43.41,50.93,195.73,0
38,13,48.13,29.53,47.55,286.18,0
38,14,53.54,31.66,41.95,426.15,0
38,15,50.48,34.41,47.09,96.74,0
38,16,48.99,35.16,41.35,168.08,0
38,17,53.16,42.44,45.6,147.31,0
38,18,54.58,36.78,46.59,54.55,0
38,19,44.98,35.81,47.52,142.75,0
38,20,46.04,31.5,46.64,285.73,0
38,21,49.02,40.93,52.37,244.87,0
38,22,42.07,32.04,42.96,254.29,0
38,23,45.17,31.48,46.88,134.94,0
38,24,52.52,34.98,43.38,101.27,0
38,25,51.4,37.24,48.5,332.31,0
38,26,50.08,33.7,44.62,788.84,0
38,27,50.72,39.41,47.97,215.29,0
38,28,50.4,35.45,46.12,199.6,0
38,29,47.56,40.79,41.83,355.41,0
38,30,48.52,38.6,42.43,296.57,0
38,31,52.89,43.75,48.79,24.57,0
38,32,49.12,34.81,38.87,680.54,0
38,33,51.66,39.96,49.49,249.47,0
38,34,44.99,29.44,44.89,172.28,0
38,35,52.64,48.15,51.52,125.38,0
38,36,62.92,39.76,42.96,301.88,0
38,37,51.91,35.4,49.25,202.5,0
38,38,50.0,35.55,51.49,186.29,0
38,39,47.44,35.6,45.27,273.58,0
39,0,47.48,43.12,47.69,210.81,0
39,1,45.68,30.82,37.64,152.58,0
39,2,45.27,38.58,48.14,260.05,0
39,3,52.07,38.04,43.58,5.41,0
39,4,43.74,37.27,42.93,136.4,0
39,5,47.98,37.36,41.43,215.59,0
39,6,43.18,33.03,39.68,244.04,0
39,7,48.96,35.77,40.27,359.15,0
39,8,49.38,40.96,42.48,133.08,0
39,9,52.09,42.14,45.76,357.54,0
39,10,48.37,35.4,37.88,100.92,0
39,11,42.24,30.84,35.37,339.44,0
39,12,50.13,33.97,36.62,278.1,0
39,13,52.27,44.49,51.82,70.38,0
39,14,43.78,34.21,42.19,216.84,0
39,15,57.84,36.69,42.56,173.85,0
39,16,53.57,42.75,40.79,255.07,0
39,17,47.48,34.97,42.84,153.21,0
39,18,54.41,36.42,41.05,143.13,0
39,19,57.89,40.26,43.87,344.29,0
39,20,51.63,43.93,41.59,168.15,0
39,21,49.26,34.5,41.1,279.17,0
39,22,47.67,42.65,42.84,152.96,0
39,23,47.95,35.96,38.7,380.0,0
39,24,46.63,33.54,42.56,98.6,0
39,25,50.26,38.08,37.11,106.3,0
39,26,48.26,32.45,41.51,362.94,0
39,27,52.17,38.97,44.84,126.61,0
39,28,55.8,49.68,44.5,372.13,0
39,29,46.25,41.5,41.01,287.02,0
39,30,45.11,36.66,40.81,646.39,0
39,31,48.81,41.29,44.56,37.6,0
39,32,46.21,33.36,39.55,177.68,0
39,33,51.86,34.03,41.79,192.2,0
39,34,44.26,36.77,47.41,320.07,0
39,35,47.79,37.43,40.21,370.61,0
39,36,50.49,31.91,33.74,97.8,0
39,37,47.29,35.86,43.9,276.14,0
39,38,50.63,36.5,47.03,271.85,0
39,39,51.34,43.25,45.8,308.81,0
40,0,43.28,24.9,40.23,138.89,0
40,1,49.44,37.61,43.68,267.69,0
40,2,52.39,40.47,56.65,354.9,0
40,3,48.89,39.16,48.13,2.86,0
40,4,50.5,32.49,47.31,138.62,0
40,5,51.35,30.14,45.22,459.55,0
40,6,42.79,31.51,44.73,200.47,0
40,7,52.92,30.11,42.74,175.82,0
40,8,48.06,37.56,37.59,149.03,0
40,9,60.96,45.62,46.95,332.93,0
40,10,49.19,39.88,48.97,67.32,0
40,11,54.59,42.97,40.3,291.14,0
40,12,57.17,48.62,52.05,146.79,0
40,13,50.18,42.9,51.42,90.02,0
40,14,57.18,54.1,57.03,152.27,0
40,15,63.25,55.42,56.85,174.43,0
40,16,53.0,48.45,54.9,120.27,0
40,17,52.52,48.24,56.94,313.53,0
40,18,52.66,54.94,58.27,90.95,0
40,19,62.37,52.4,54.16,196.81,0
40,20,53.46,50.84,52.37,244.49,0
40,21,65.46,62.3,58.35,195.57,0
40,22,58.93,63.78,57.73,272.67,0
40,23,64.88,61.31,61.21,127.97,0
40,24,61.65,57.44,57.67,254.72,0
40,25,58.42,59.41,55.41,258.27,0
40,26,59.71,66.62,64.29,296.17,0
40,27,59.79,66.09,58.71,46.28,0
40,28,60.91,68.65,57.71,241.09,0
40,29,71.24,76.05,64.12,288.15,0
40,30,68.0,76.87,61.81,130.62,0
40,31,65.01,81.45,69.68,114.26,0
40,32,65.04,74.01,60.45,95.83,0
40,33,67.66,78.65,64.95,56.16,0
40,34,62.61,85.14,71.35,259.89,0
40,35,70.78,86.0,66.29,453.83,0
40,36,77.43,92.47,72.9,113.28,0
40,37,72.93,90.17,67.3,124.01,0
40,38,78.13,98.06,74.87,181.85,0
40,39,77.65,95.03,74.57,12.24,1
41,0,40.33,36.52,41.1,234.9,0
41,1,43.33,24.72,34.09,286.55,0
41,2,42.3,25.67,38.43,181.8,0
41,3,43.19,25.86,38.74,254.41,0
41,4,46.69,29.22,38.22,124.26,0
41,5,45.83,24.45,38.59,281.71,0
41,6,52.73,30.39,39.17,206.17,0
41,7,44.0,32.09,36.42,14.76,0
41,8,49.28,30.84,38.08,304.37,0
41,9,44.79,21.63,35.04,164.53,0
41,10,36.47,32.68,42.63,147.83,0
41,11,43.6,32.45,40.2,126.88,0
41,12,41.58,32.02,37.38,135.68,0
41,13,47.68,30.2,41.63,207.56,0
41,14,46.96,29.58,39.43,61.49,0
41,15,48.54,32.83,44.73,8.23,0
41,16,47.52,36.4,41.52,52.26,0
41,17,42.63,24.89,32.63,225.81,0
41,18,47.07,33.02,43.6,160.57,0
41,19,43.44,28.36,35.71,313.58,0
41,20,48.07,28.19,38.51,172.21,0
41,21,38.1,22.56,35.62,281.1,0
41,22,41.55,27.57,37.41,96.86,0
41,23,43.85,24.72,35.42,127.78,0
41,24,42.88,26.85,31.49,181.14,0
41,25,38.75,24.31,32.49,162.36,0
41,26,46.51,26.91,40.67,151.16,0
41,27,42.17,27.08,38.46,75.35,0
41,28,42.0,29.09,44.25,10.27,0
41,29,41.54,22.25,31.44,255.72,0
41,30,38.97,22.92,35.07,242.31,0
41,31,45.73,30.15,42.26,106.34,0
41,32,42.3,25.51,34.47,225.47,0
41,33,45.13,33.0,38.1,160.03,0
41,34,43.59,29.61,37.21,312.74,0
41,35,50.3,31.13,37.39,22.53,0
41,36,49.28,34.35,42.07,164.79,0
41,37,37.8,27.47,31.34,155.21,0
41,38,47.68,26.41,42.16,199.33,0
41,39,48.87,32.19,36.17,364.46,0
42,0,44.84,34.23,40.57,144.52,0
42,1,48.91,38.04,35.91,264.98,0
42,2,51.6,33.93,33.59,160.6,0
42,3,54.07,38.8,39.35,153.59,0
42,4,45.02,26.42,34.04,183.33,0
42,5,54.02,26.83,36.74,189.33,0
42,6,51.59,25.36,32.85,263.25,0
42,7,41.04,31.88,36.3,263.98,0
42,8,39.41,30.81,34.65,350.6,0
42,9,48.75,29.5,30.1,200.11,0
42,10,52.8,33.35,35.48,19.29,0
42,11,47.22,35.04,37.11,282.95,0
42,12,41.04,24.01,30.47,341.98,0
42,13,41.47,27.72,28.44,475.4,0
42,14,42.69,33.39,32.41,354.2,0
42,15,49.54,28.24,33.71,121.16,0
42,16,42.86,26.92,36.32,202.46,0
42,17,48.93,34.19,42.07,147.52,0
42,18,36.18,24.95,31.75,131.22,0
42,19,49.31,28.91,31.77,166.38,0
42,20,48.81,31.43,34.04,334.29,0
42,21,39.42,27.82,30.2,10.7,0
42,22,48.33,33.24,38.69,59.69,0
42,23,44.82,27.84,40.71,326.34,0
42,24,46.64,35.75,34.93,354.44,0
42,25,34.01,29.61,30.52,558.98,0
42,26,44.45,32.8,39.21,378.09,0
42,27,48.43,33.1,37.07,297.11,0
42,28,42.5,27.6,34.66,147.87,0
42,29,41.19,21.9,36.23,112.23,0
42,30,52.5,31.56,30.82,20.16,0
42,31,45.67,30.4,30.21,101.02,0
42,32,38.49,32.34,35.15,271.19,0
42,33,44.7,29.21,34.48,271.57,0
42,34,45.46,28.39,32.74,124.03,0
42,35,46.25,38.15,46.42,152.25,0
42,36,46.08,24.22,31.01,176.1,0
42,37,41.35,33.05,34.19,153.75,0
42,38,44.24,27.81,34.06,199.64,0
42,39,39.34,28.77,37.28,176.4,0
43,0,40.49,30.76,35.58,397.03,0
43,1,43.26,31.27,42.94,287.57,0
43,2,44.46,30.56,35.33,65.15,0
43,3,47.25,28.76,41.08,283.76,0
43,4,47.83,33.7,41.91,255.29,0
43,5,45.31,30.22,42.44,167.53,0
43,6,45.15,32.78,38.23,95.04,0
43,7,37.29,22.87,35.35,81.42,0
43,8,40.93,14.28,35.44,206.86,0
43,9,48.58,31.1,39.13,78.45,0
43,10,40.7,24.27,40.23,311.67,0
43,11,40.99,29.12,40.61,345.7,0
43,12,51.45,28.76,38.29,174.86,0
43,13,49.69,36.32,42.12,316.65,0
43,14,48.11,31.57,41.04,130.61,0
43,15,47.85,30.63,39.88,94.28,0
43,16,42.52,33.32,44.22,798.17,0
43,17,52.46,31.44,39.74,369.58,0
43,18,43.33,28.14,37.59,415.58,0
43,19,51.04,34.25,45.24,219.92,0
43,20,49.58,25.53,36.91,283.45,0
43,21,46.71,31.26,39.1,217.27,0
43,22,38.21,23.78,29.32,348.41,0
43,23,36.19,30.78,37.24,231.99,0
43,24,45.99,30.74,37.89,276.61,0
43,25,49.87,36.67,41.54,43.75,0
43,26,40.58,23.71,35.11,152.26,0
43,27,45.22,27.56,42.47,277.64,0
43,28,49.02,33.26,39.23,266.88,0
43,29,50.38,31.31,38.6,287.87,0
43,30,45.2,30.69,41.14,194.48,0
43,31,43.84,26.14,34.95,101.76,0
43,32,43.98,27.6,44.4,644.86,0
43,33,48.21,34.95,45.19,185.64,0
43,34,43.64,29.76,36.36,209.01,0
43,35,44.4,31.47,44.33,63.86,0
43,36,43.75,29.51,44.13,148.1,0
43,37,44.23,25.24,34.41,169.36,0
43,38,44.11,33.7,38.14,89.07,0
43,39,44.91,31.98,39.2,279.9,0
44,0,57.78,47.44,51.91,99.44,0
44,1,54.62,45.19,47.45,190.7,0
44,2,53.56,38.88,39.87,146.26,0
44,3,53.87,50.23,49.87,194.81,0
44,4,50.97,46.96,49.02,233.35,0
44,5,46.95,41.88,46.71,232.06,0
44,6,52.5,41.44,49.58,89.63,0
44,7,50.8,49.9,57.91,45.25,0
44,8,61.04,47.05,50.48,480.38,0
44,9,46.98,43.93,47.95,121.92,0
44,10,55.07,47.77,49.54,263.91,0
44,11,60.26,47.8,50.82,12.92,0
44,12,56.13,47.24,47.42,146.45,0
44,13,58.34,55.74,54.38,164.74,0
44,14,53.88,55.99,55.58,236.74,0
44,15,52.89,57.44,55.44,146.69,0
44,16,62.05,58.63,56.79,199.94,0
44,17,62.38,52.95,54.16,42.03,0
44,18,55.78,55.51,48.03,218.92,0
44,19,57.39,65.1,60.29,55.64,0
44,20,50.26,61.06,54.16,77.34,0
44,21,53.9,56.15,50.55,147.16,0
44,22,61.13,64.32,54.2,53.72,0
44,23,69.46,67.52,60.71,122.94,0
44,24,66.19,68.47,58.98,36.79,0
44,25,62.72,64.13,52.2,39.98,0
44,26,65.8,76.95,65.1,302.15,0
44,27,59.54,64.95,53.37,24.47,0
44,28,71.19,72.96,62.19,158.56,0
44,29,70.09,81.06,66.16,270.35,0
44,30,59.51,78.1,66.96,106.21,0
44,31,66.43,80.71,71.1,80.98,0
44,32,62.98,74.81,58.06,207.15,0
44,33,67.58,82.09,65.67,314.15,0
44,34,72.09,82.26,65.0,39.68,0
44,35,68.19,79.61,66.15,161.98,0
44,36,72.78,89.33,69.81,27.9,0
44,37,76.05,84.35,65.69,132.82,0
44,38,69.05,86.6,66.41,184.1,0
44,39,82.2,92.93,67.03,77.45,1
45,0,41.73,25.8,30.82,268.86,0
45,1,48.99,36.13,33.46,294.65,0
45,2,44.08,40.1,38.65,22.68,0
45,3,52.59,39.43,39.02,368.24,0
45,4,51.08,33.92,34.22,118.79,0
45,5,46.78,37.85,40.18,107.88,0
45,6,45.15,36.37,37.31,73.0,0
45,7,46.22,36.3,32.17,186.71,0
45,8,52.24,44.54,44.53,417.79,0
45,9,49.94,37.13,39.31,4.76,0
45,10,56.68,39.59,41.2,66.83,0
45,11,56.38,40.06,39.42,212.22,0
45,12,53.66,39.86,30.3,248.32,0
45,13,54.48,47.81,45.19,186.32,0
45,14,52.81,53.31,44.26,251.5,0
45,15,61.44,49.4,43.47,44.25,0
45,16,52.0,45.64,42.4,66.62,0
45,17,59.16,56.59,51.93,194.87,0
45,18,62.83,61.57,45.98,1000.0,0
45,19,57.03,53.87,42.6,247.28,0
45,20,62.46,56.21,42.56,252.86,0
45,21,62.29,61.89,44.4,51.16,0
45,22,67.26,68.05,47.23,230.69,0
45,23,61.97,61.25,41.53,38.14,0
45,24,59.36,59.8,48.39,392.13,0
45,25,64.26,69.49,57.9,58.57,0
45,26,64.88,72.01,59.25,84.42,0
45,27,59.4,70.73,49.09,3.23,0
45,28,60.38,70.39,50.85,190.3,0
45,29,71.09,78.54,59.49,185.25,0
45,30,63.14,78.64,56.89,361.59,0
45,31,65.09,75.45,54.47,273.17,0
45,32,64.94,80.75,55.56,85.11,0
45,33,65.68,77.19,58.7,284.81,0
45,34,71.59,87.41,55.87,30.78,0
45,35,69.81,85.72,60.23,93.8,0
45,36,66.37,87.15,60.43,194.22,0
45,37,73.07,90.9,61.12,538.15,0
45,38,71.11,93.36,64.69,307.76,0
45,39,74.98,98.97,64.72,453.52,1
46,0,53.86,48.23,47.18,43.41,0
46,1,53.9,49.32,54.79,93.82,0
46,2,53.37,40.62,46.71,203.3,0
46,3,58.97,42.61,44.5,25.37,0
46,4,57.37,42.44,48.03,105.97,0
46,5,48.02,55.1,48.26,176.91,0
46,6,50.48,42.85,48.86,34.77,0
46,7,50.2,51.28,55.04,351.39,0
46,8,53.93,39.5,48.27,26.7,0
46,9,50.7,40.61,53.71,153.82,0
46,10,53.66,41.82,40.74,332.7,0
46,11,49.37,41.19,47.27,792.16,0
46,12,47.85,43.5,43.45,166.84,0
46,13,47.73,41.74,46.52,195.94,0
46,14,44.86,41.29,46.9,83.19,0
46,15,49.58,49.21,57.98,170.7,0
46,16,48.86,49.47,50.38,247.37,0
46,17,50.11,48.37,49.82,123.94,0
46,18,49.1,46.67,52.63,271.72,0
46,19,54.25,44.94,48.36,227.13,0
46,20,53.01,42.58,53.52,110.05,0
46,21,52.32,40.76,48.86,315.29,0
46,22,57.87,46.02,51.76,91.09,0
46,23,50.03,39.88,40.09,282.71,0
46,24,47.55,40.6,53.13,93.24,0
46,25,63.47,49.18,48.28,142.07,0
46,26,59.62,52.17,51.76,160.48,0
46,27,53.84,46.14,46.92,220.63,0
46,28,54.87,49.0,46.98,109.61,0
46,29,53.21,43.59,43.96,234.96,0
46,30,49.23,39.22,46.3,787.57,0
46,31,54.14,47.02,42.97,214.29,0
46,32,55.55,46.85,48.59,240.3,0
46,33,49.73,44.86,51.99,227.26,0
46,34,45.52,43.6,50.02,60.88,0
46,35,45.97,48.42,51.53,52.68,0
46,36,54.24,40.63,43.64,717.29,0
46,37,44.75,41.48,41.74,203.96,0
46,38,52.51,40.54,49.99,85.25,0
46,39,48.04,44.91,47.04,268.52,0
47,0,51.55,43.76,39.42,48.45,0
47,1,47.88,35.57,38.06,122.05,0
47,2,50.44,36.54,40.95,185.25,0
47,3,45.84,37.94,37.31,326.74,0
47,4,55.64,43.28,38.41,111.86,0
47,5,51.31,38.21,30.25,241.51,0
47,6,50.94,43.95,39.44,214.81,0
47,7,57.87,42.32,38.86,185.27,0
47,8,61.63,50.89,44.58,291.66,0
47,9,59.6,51.89,40.59,100.7,0
47,10,43.01,50.19,40.73,110.98,0
47,11,59.06,45.1,35.0,178.57,0
47,12,59.61,53.11,35.92,103.18,0
47,13,66.14,56.78,41.47,240.96,0
47,14,64.62,60.15,41.46,94.42,0
47,15,68.4,65.41,50.12,207.16,0
47,16,65.14,64.4,46.85,167.98,0
47,17,65.99,62.16,45.77,205.79,0
47,18,68.48,61.96,44.21,124.83,0
47,19,61.28,61.77,36.71,139.31,0
