temperatura_cpu,uso_cpu,uso_memoria,trafico_red,fallo
57.46,46.61,52.15,863.57,0
46.39,33.62,49.0,467.35,0
39.89,32.76,32.14,502.11,0
49.19,37.47,47.54,301.95,0
55.59,67.23,60.75,196.75,0
58.74,55.59,75.78,135.15,0
74.58,83.86,68.94,157.78,0
66.62,77.61,79.22,83.81,1
47.41,31.0,55.15,297.76,0
45.17,26.3,61.15,180.29,0
48.79,27.33,51.8,77.06,0
51.77,42.0,45.81,369.38,0
64.87,74.87,64.54,282.94,0
78.13,91.59,95.38,238.65,1
60.21,59.61,67.36,175.9,0
36.52,33.05,45.83,268.57,0
62.04,69.1,56.38,147.75,0
61.62,70.0,65.6,615.37,0
70.42,81.93,49.31,542.39,1
56.19,52.15,33.98,77.41,0
30.0,11.19,46.3,161.04,0
31.26,14.6,28.47,65.2,0
43.48,35.31,48.13,81.35,0
50.43,39.36,63.66,456.02,0
71.53,74.26,66.63,177.54,0
37.55,29.5,32.63,35.87,0
64.46,77.88,58.81,59.94,0
59.31,59.9,50.34,233.43,0
45.91,40.35,26.71,253.75,0
62.48,65.32,76.9,261.73,0
64.18,63.01,54.9,1000.0,1
62.47,74.46,24.09,334.45,0
61.11,59.71,53.6,6.89,0
61.34,65.02,62.48,36.72,0
36.79,22.9,62.36,346.2,0
63.37,69.74,60.42,107.33,0
60.01,55.92,73.12,19.96,0
72.02,71.64,63.83,6.05,0
58.87,40.55,48.03,340.54,0
64.57,76.97,68.15,337.91,0
59.22,66.0,63.32,219.23,0
58.4,56.95,44.56,58.59,0
43.39,30.66,43.03,190.56,0
56.77,40.66,36.53,176.05,0
62.76,65.78,69.63,133.93,0
59.61,59.43,56.46,302.59,0
54.92,42.84,40.89,128.0,0
39.75,15.12,27.72,281.03,0
47.06,29.43,23.87,995.55,0
66.32,71.75,50.55,16.22,0
46.04,32.1,33.46,499.0,0
64.72,80.95,80.65,286.54,1
84.41,94.82,68.16,38.9,1
50.03,49.04,34.79,15.53,0
73.83,72.96,80.11,437.62,1
62.28,62.12,60.31,226.96,0
60.42,68.31,46.57,284.12,0
74.43,86.2,71.0,258.18,0
57.93,47.82,56.85,363.1,0
44.22,7.89,23.99,369.77,0
57.93,70.66,50.19,68.37,0
68.01,79.81,84.8,958.85,1
47.28,18.24,41.7,10.75,0
76.1,87.75,60.95,36.81,1
77.43,93.47,61.94,154.49,1
70.75,68.17,57.8,55.08,0
40.61,20.68,28.96,83.35,0
48.05,60.96,71.16,125.86,0
44.98,32.19,49.92,196.99,0
81.23,85.16,84.78,446.39,1
45.4,25.89,40.05,204.8,0
64.44,79.67,64.73,205.23,0
63.4,53.76,75.56,146.1,0
59.74,51.12,60.89,346.52,0
49.59,36.64,25.01,192.23,0
57.29,48.61,51.13,35.1,0
48.44,46.8,71.31,1000.0,0
35.74,12.08,26.71,952.79,0
66.43,75.55,60.8,14.11,0
62.36,54.06,77.85,58.85,0
60.85,68.69,52.27,184.34,0
64.92,71.85,68.18,836.57,1
72.26,71.86,51.03,263.0,0
73.46,62.7,59.71,52.55,1
58.15,66.32,54.31,120.54,0
70.49,82.15,68.84,207.87,1
52.91,61.85,73.3,1000.0,0
59.9,60.82,52.53,590.51,0
60.06,64.16,35.53,317.49,0
81.77,94.6,57.78,31.08,1
68.5,92.09,62.14,47.69,0
33.97,18.52,50.41,4.24,0
77.81,83.05,89.43,442.1,1
40.53,25.42,44.83,39.62,0
58.06,54.5,64.03,288.1,0
46.02,27.27,39.92,273.07,0
46.55,40.18,35.35,19.86,0
35.54,16.24,38.18,137.17,0
70.19,70.78,38.06,160.34,0
67.35,69.5,55.31,37.15,0
75.7,95.16,79.02,467.75,1
62.02,66.75,55.55,225.55,0
41.35,16.89,39.48,438.97,0
67.77,73.6,74.66,531.21,0
54.89,36.04,43.65,223.94,0
57.81,56.33,74.53,256.04,0
46.09,25.81,21.75,81.83,0
75.97,87.79,42.96,400.04,0
54.64,41.22,53.74,192.83,0
55.5,35.32,45.15,136.49,0
70.0,82.73,90.19,84.85,1
47.0,38.76,43.27,210.99,0
66.03,77.87,48.41,293.23,0
58.19,49.96,69.5,230.55,0
51.87,44.37,61.62,269.37,0
52.88,20.54,53.45,167.65,0
67.55,77.15,58.72,275.72,1
69.35,91.58,72.13,271.12,0
57.78,52.54,45.29,382.23,0
78.59,84.56,49.6,320.94,1
41.98,30.57,47.45,223.19,0
54.23,57.5,56.09,262.21,0
47.59,35.92,26.72,792.16,0
64.1,76.79,56.35,1000.0,1
44.3,41.42,52.88,162.57,0
52.29,60.86,61.87,181.29,0
67.57,74.79,48.69,128.24,0
75.87,87.6,61.95,771.45,1
68.09,86.07,86.61,77.37,0
38.47,14.83,10.0,38.36,0
65.1,69.95,69.45,164.08,0
52.75,57.12,54.21,325.0,0
62.94,57.92,34.15,196.6,0
63.93,67.11,40.55,299.51,0
47.7,28.43,45.45,272.18,0
67.76,70.35,45.67,132.73,0
61.25,37.21,64.68,385.73,0
37.04,22.1,67.61,349.89,0
61.88,74.66,71.69,323.18,0
75.64,76.58,64.19,262.38,1
71.96,79.78,69.07,149.04,1
54.29,47.71,39.22,148.7,0
68.7,84.97,64.55,195.52,0
62.37,68.55,66.06,406.69,0
66.46,77.23,51.48,367.66,0
60.58,78.39,60.64,16.39,0
57.07,43.93,59.76,238.95,0
40.74,40.86,53.08,173.08,0
55.71,60.77,36.68,133.8,0
70.49,88.38,74.69,98.43,1
67.92,54.78,62.36,283.41,0
57.67,56.9,60.57,36.79,0
64.95,68.19,49.43,29.25,0
46.41,40.87,66.46,125.17,0
74.64,83.25,39.74,198.83,1
66.08,41.99,54.01,60.83,0
68.18,73.31,68.35,370.67,0
64.57,74.45,45.79,169.8,0
55.33,72.8,87.45,203.79,0
65.95,66.27,56.84,365.39,0
42.24,32.98,44.69,90.07,0
67.57,85.53,73.77,422.19,1
40.24,7.79,39.82,200.83,0
54.33,53.69,51.35,318.8,0
61.42,64.97,61.01,266.59,0
62.23,57.56,55.46,303.05,0
48.05,42.56,72.02,895.14,0
55.9,65.97,60.2,129.78,0
67.13,71.32,42.98,490.81,0
71.01,76.6,57.93,196.98,1
61.88,71.24,73.22,35.35,0
59.81,67.28,54.96,420.32,0
61.72,76.56,50.09,153.38,0
65.2,64.43,64.69,58.48,0
57.01,33.51,45.52,76.37,0
51.42,32.1,54.78,93.71,0
58.33,58.22,63.4,83.26,0
50.76,33.01,17.55,463.72,0
33.71,12.77,22.64,268.84,0
70.72,80.18,76.86,199.29,1
68.21,90.52,59.27,113.39,0
48.86,37.99,39.54,179.29,0
57.69,44.17,44.68,367.21,0
53.73,38.41,45.98,74.16,0
62.34,59.77,57.49,1000.0,1
49.74,34.04,51.61,67.6,0
48.21,43.25,33.25,162.58,0
64.97,70.12,81.79,176.03,0
48.59,27.56,15.4,172.09,0
54.26,51.04,48.05,99.23,0
41.68,23.26,40.42,331.22,0
42.41,27.73,56.21,371.13,0
40.3,21.13,43.64,343.29,0
54.58,57.48,40.1,213.36,0
55.15,50.05,41.5,111.6,0
35.27,10.59,18.31,172.17,0
47.95,50.7,38.86,187.03,0
54.68,21.03,42.17,52.94,0
66.88,87.1,67.21,226.72,0
64.11,71.26,55.35,469.93,0
66.15,73.58,64.7,174.54,0
62.11,71.28,49.58,274.99,0
54.26,49.36,35.55,101.46,0
60.9,71.72,55.59,332.86,0
52.14,35.89,32.57,101.33,0
56.23,52.91,64.75,138.02,0
47.95,26.86,51.78,277.61,0
82.21,93.18,83.89,51.39,1
37.59,15.2,48.16,264.88,0
52.84,36.9,46.07,357.67,0
54.49,32.2,36.7,224.44,0
74.09,92.85,80.18,330.31,1
58.97,51.11,82.79,6.25,0
44.74,32.75,41.34,267.23,0
68.26,65.8,63.67,131.57,0
68.79,85.41,66.8,257.8,0
58.78,50.58,45.52,437.26,0
48.13,24.25,31.57,247.74,0
39.98,30.16,45.81,106.89,0
65.3,79.64,73.43,143.63,0
62.31,73.57,71.51,15.35,0
54.54,37.27,45.89,128.71,0
47.1,45.59,36.8,328.99,0
62.09,61.87,44.23,321.17,0
68.54,71.54,64.14,316.83,0
62.77,65.05,51.4,284.03,0
70.5,69.83,84.5,1.16,0
37.94,33.83,43.59,320.31,0
71.56,79.39,64.68,98.33,0
74.7,94.8,58.25,267.19,1
52.59,61.12,55.05,62.29,0
50.58,52.13,66.13,172.93,0
47.55,16.8,34.33,189.85,0
56.26,45.88,36.99,251.83,0
72.28,78.85,56.48,74.1,0
67.01,65.68,57.98,299.24,0
59.44,74.39,75.01,3.03,0
56.61,50.83,37.28,455.08,0
74.22,79.85,72.92,87.26,0
49.53,42.47,25.22,93.63,0
77.85,84.88,68.16,189.19,0
59.83,67.16,49.38,138.22,0
53.8,46.03,45.72,62.3,0
38.98,10.85,11.41,401.86,0
71.63,77.96,71.85,313.23,1
57.08,57.64,57.37,269.31,0
58.89,47.46,52.46,56.69,0
58.0,51.86,53.1,120.5,0
32.03,17.88,33.76,108.34,0
54.75,29.5,27.05,74.03,0
65.22,82.63,49.65,240.71,0
80.23,84.0,55.04,251.68,1
42.62,24.8,25.99,218.32,0
58.66,61.7,47.01,234.12,0
60.77,58.21,73.49,30.08,0
61.36,71.41,40.29,924.48,0
41.88,41.99,33.57,152.54,0
65.01,72.95,43.01,407.66,0
68.17,74.56,56.39,374.38,0
72.92,72.24,59.16,277.55,0
63.61,81.67,51.88,502.23,0
51.71,36.54,57.23,276.46,0
65.81,74.63,61.9,295.39,0
44.09,25.92,27.54,421.97,0
71.12,74.48,70.63,304.35,1
62.92,72.77,64.49,447.29,0
60.65,60.47,73.68,204.28,0
56.67,41.78,49.32,103.95,0
55.86,40.68,36.59,185.69,0
56.35,66.19,40.9,235.66,0
38.37,20.52,42.55,64.28,0
46.67,33.44,34.55,93.15,0
69.01,71.6,57.62,742.67,0
46.93,35.2,30.12,35.25,0
55.4,49.96,68.78,900.18,0
69.78,68.53,66.36,310.24,0
55.46,54.67,39.93,319.1,0
53.14,29.95,25.39,10.39,0
44.4,44.4,59.86,246.35,0
55.53,55.43,40.26,189.61,0
62.47,81.08,60.24,357.66,1
75.77,93.89,78.5,159.62,1
67.26,68.5,40.62,14.07,0
36.7,11.97,16.66,127.01,0
72.36,92.89,65.46,20.4,0
56.27,67.55,63.68,991.42,1
64.54,52.45,53.29,192.0,0
56.07,52.57,54.94,277.88,0
61.38,68.78,53.93,228.06,0
54.13,31.12,54.18,7.26,0
44.09,30.11,63.47,2.88,0
53.51,56.66,61.09,232.7,0
70.63,91.69,50.19,454.74,0
56.36,62.28,49.92,394.24,0
39.58,28.07,42.6,155.95,0
32.93,9.57,31.25,231.73,0
57.27,28.68,32.44,336.98,0
52.87,57.87,72.68,178.42,0
42.78,39.65,47.13,1.58,0
68.5,76.32,85.66,222.97,1
45.95,31.16,29.49,227.27,0
58.88,51.26,61.39,170.19,0
69.64,87.86,54.38,55.89,0
42.24,31.7,48.34,905.26,1
60.09,42.88,55.02,160.61,0
44.35,44.36,57.18,118.03,0
57.54,51.6,44.23,414.83,0
60.52,54.49,43.13,412.83,0
43.47,16.01,44.46,72.52,0
43.06,27.35,38.54,425.68,0
44.5,40.74,49.31,442.55,0
58.56,41.44,39.2,243.94,0
65.31,77.25,70.79,877.02,1
79.19,85.95,61.47,217.87,1
68.3,74.91,88.02,118.78,0
42.39,27.84,21.3,111.83,0
74.74,88.63,48.4,239.97,1
68.03,65.82,69.09,257.83,0
56.92,53.29,37.44,133.29,0
49.78,46.68,36.82,799.69,1
60.6,81.59,89.93,47.14,1
65.46,77.35,67.76,411.15,0
67.84,69.13,72.11,417.18,0
32.03,11.04,13.75,306.57,0
74.05,84.0,73.93,159.85,1
42.59,22.72,28.49,76.46,0
63.86,61.15,54.69,326.87,0
52.79,70.63,57.79,227.69,1
57.66,71.23,54.22,49.71,0
40.02,22.45,49.44,358.77,0
76.68,76.84,50.57,132.87,1
52.18,52.06,60.64,70.44,0
55.05,51.48,54.93,342.0,0
59.97,37.42,31.88,81.71,0
67.75,73.05,59.13,218.86,0
75.11,84.37,65.07,392.47,1
45.81,37.0,65.93,377.42,0
62.94,54.45,62.71,251.25,0
73.19,75.07,81.61,24.1,1
45.08,22.99,50.72,125.39,0
65.57,73.9,61.85,1000.0,0
71.95,80.77,70.98,342.16,1
45.0,45.94,26.18,165.33,0
77.89,87.92,61.17,11.08,0
63.72,78.18,78.54,85.0,1
50.72,43.72,61.73,382.27,0
52.04,29.25,28.12,385.26,0
50.32,27.89,49.13,194.28,0
58.33,74.86,90.77,138.35,0
64.94,81.9,66.09,370.14,0
57.44,48.35,67.42,21.82,0
42.2,41.08,50.35,499.74,0
67.38,61.49,69.15,1000.0,1
69.15,79.49,61.3,12.06,0
68.07,63.06,48.52,317.9,0
72.4,95.93,83.95,97.49,1
62.5,73.45,63.41,0.37,0
46.3,19.84,41.83,317.38,0
58.36,60.52,39.51,34.31,0
59.76,73.84,60.53,0.46,0
56.8,47.8,53.44,272.7,0
48.81,53.85,55.86,858.09,0
45.39,13.43,44.24,351.73,0
53.37,44.46,57.89,896.25,0
45.03,38.0,55.87,141.49,0
57.99,44.06,48.37,105.5,0
61.79,52.11,46.18,275.35,0
63.55,68.56,60.81,197.33,0
50.46,15.4,25.79,378.24,0
86.23,93.41,83.5,313.99,1
67.21,73.03,81.13,249.81,0
77.77,87.91,64.41,90.39,1
55.92,37.78,41.3,137.7,0
61.2,75.81,39.36,282.39,0
63.8,66.02,51.5,192.26,0
50.11,46.77,40.6,412.73,0
45.41,38.1,73.24,397.19,0
47.31,31.96,35.97,162.44,0
61.61,62.22,52.26,214.0,0
43.24,41.95,53.29,80.84,0
77.87,95.98,90.1,184.67,1
58.67,60.7,71.25,342.48,0
44.19,11.3,30.82,877.04,0
59.34,46.79,48.01,144.96,0
48.69,45.58,50.88,24.72,0
59.48,45.48,57.2,115.49,0
59.33,53.59,49.09,292.04,0
43.1,26.51,34.64,163.89,0
60.76,68.09,57.64,27.27,0
53.39,58.97,39.46,755.46,0
44.05,39.44,45.47,192.3,0
52.45,64.31,55.77,368.1,0
54.01,47.62,31.75,179.63,0
48.79,58.89,43.74,50.74,0
38.05,22.57,39.96,344.5,0
77.6,91.99,54.98,54.57,1
50.64,24.28,54.61,4.79,0
43.29,37.02,73.29,44.0,0
45.27,22.23,49.4,108.39,0
46.85,35.64,56.09,83.55,0
55.59,56.89,48.29,59.0,0
37.16,9.53,43.66,317.12,0
63.8,76.25,68.8,174.33,1
60.07,61.94,72.9,175.23,0
46.61,30.98,34.16,191.55,0
49.1,24.56,31.5,1000.0,0
67.74,62.73,72.79,77.15,0
59.02,65.25,38.29,284.06,0
47.86,37.41,32.12,216.91,0
54.17,39.45,44.11,56.35,0
37.66,14.27,40.42,291.35,0
74.48,84.59,75.26,208.59,1
59.84,50.72,71.98,562.13,0
64.7,60.0,61.88,54.4,0
40.14,16.74,35.92,271.96,0
42.48,35.43,49.15,1000.0,0
38.84,16.7,33.16,242.39,0
58.31,62.71,38.4,333.41,0
69.12,72.25,64.87,384.9,0
63.2,51.25,43.13,166.22,0
69.34,64.29,47.09,224.68,0
62.46,56.58,36.88,300.4,0
59.92,70.85,65.17,27.91,0
72.14,72.0,78.38,355.14,1
41.93,16.95,39.29,404.5,0
46.07,39.56,52.66,89.28,0
61.94,55.73,53.43,630.46,0
51.6,45.01,45.14,319.18,0
37.42,32.98,56.98,177.11,0
57.55,66.2,48.55,111.59,0
47.22,33.8,44.55,186.24,0
57.4,56.36,60.72,263.3,0
46.85,43.87,58.08,246.14,0
49.02,28.84,50.15,3.4,0
55.23,44.85,50.86,100.79,0
56.49,68.85,53.47,302.03,0
61.51,35.53,59.1,288.9,0
54.51,62.14,47.04,341.33,1
54.48,53.84,54.57,217.81,0
41.8,17.21,39.83,195.24,0
37.35,16.57,32.34,276.73,0
54.35,32.79,60.89,214.16,0
41.33,22.19,19.36,29.51,0
71.99,96.96,98.84,428.07,1
69.45,74.74,84.32,338.26,0
37.85,44.23,52.75,263.46,1
55.23,44.69,44.44,5.22,0
58.14,42.81,34.95,325.65,0
53.43,71.67,81.04,134.2,0
51.93,47.71,38.28,324.52,0
46.78,50.03,22.71,281.96,0
65.28,72.21,64.15,149.02,0
60.56,37.7,63.12,357.79,0
40.83,16.71,45.4,21.22,0
67.03,78.54,83.74,208.43,1
46.77,62.81,82.98,448.8,0
56.48,65.25,58.08,273.0,0
64.4,71.88,88.73,337.02,0
65.01,70.75,59.77,211.9,0
48.64,32.44,50.7,196.79,0
45.62,21.26,35.51,16.91,0
63.83,79.05,87.55,176.62,0
56.54,52.9,42.54,301.06,0
32.8,7.13,40.7,35.9,0
56.15,62.71,44.69,55.56,0
38.76,24.16,49.18,262.89,0
52.21,38.05,39.33,324.01,0
40.68,46.73,46.88,502.26,0
45.98,50.56,60.73,158.87,0
89.72,91.05,81.95,162.94,1
37.98,20.21,41.15,324.74,0
69.34,65.2,58.13,285.59,0
54.12,48.79,66.93,161.26,0
43.9,31.97,45.76,195.75,0
67.18,69.34,52.04,105.76,0
59.31,58.48,79.57,26.59,0
42.9,25.64,58.31,179.73,0
63.04,67.95,49.75,428.4,0
56.8,49.63,43.7,92.21,0
65.59,80.5,82.79,15.25,0
59.79,65.66,59.56,49.44,0
56.31,63.47,46.37,279.74,0
47.53,46.88,46.61,264.32,0
80.78,85.94,84.37,390.61,1
50.55,50.17,34.81,359.23,0
43.0,13.07,38.26,244.64,0
54.64,53.09,54.43,297.58,0
64.67,65.14,73.99,87.59,0
51.46,42.33,61.37,303.39,0
40.59,38.14,51.77,890.17,1
56.58,53.11,49.15,327.61,0
41.65,14.4,44.65,262.8,0
61.41,74.31,61.81,129.0,0
69.5,56.29,49.47,34.94,0
78.7,92.68,72.24,124.96,1
70.17,74.06,64.81,227.7,0
57.99,46.43,55.87,77.59,0
36.27,34.66,60.26,800.39,0
68.36,71.38,42.07,363.15,0
77.38,73.91,54.09,376.24,0
48.92,28.54,48.53,271.73,0
44.72,30.51,37.12,404.49,0
65.71,85.41,74.63,10.19,1
54.22,61.49,62.68,394.63,0
49.57,52.68,64.56,3.97,0
53.9,51.96,61.51,201.51,0
63.32,79.69,56.5,78.07,0
50.78,42.48,61.94,310.83,0
55.08,47.95,49.83,34.89,0
39.27,34.5,72.4,64.73,0
42.61,31.38,45.06,101.83,0
51.38,48.42,77.4,91.22,0
73.92,97.73,58.75,114.36,1
59.79,60.21,50.54,98.76,0
64.01,68.23,41.13,303.1,0
43.27,29.11,45.5,187.29,0
58.64,65.23,60.86,432.36,0
59.19,59.33,88.96,234.63,0
60.4,46.07,54.83,332.34,0
59.08,74.69,79.27,286.97,0
78.57,88.94,69.84,65.26,1
44.94,45.88,60.48,121.88,0
63.79,65.18,54.92,349.12,0
74.14,80.19,53.93,66.42,0
67.25,91.03,81.07,273.0,1
64.55,66.94,52.43,173.26,0
61.26,74.98,46.03,88.27,0
66.34,61.93,30.1,160.06,0
53.86,64.92,59.11,443.05,0
47.57,43.55,59.08,58.57,0
61.85,63.46,60.23,864.67,1
56.06,44.58,36.54,90.7,0
65.7,72.25,41.72,948.3,1
48.94,31.45,55.99,106.31,0
57.72,61.89,44.91,224.08,0
44.42,38.86,59.57,128.08,0
58.35,41.36,58.23,267.64,0
75.43,88.99,78.42,81.84,1
62.47,71.54,58.1,514.62,0
37.7,30.36,49.2,292.24,0
69.75,68.77,88.54,277.35,0
71.79,72.75,48.22,293.98,0
58.6,60.19,57.62,43.11,0
64.51,77.84,73.95,162.99,0
56.64,56.38,51.17,169.48,0
49.02,39.3,49.42,1000.0,0
53.51,38.4,27.61,147.93,0
53.94,60.06,50.9,324.39,0
62.05,71.67,80.13,191.19,0
52.32,46.18,50.71,244.94,0
53.32,43.54,47.91,53.33,0
51.66,33.33,55.21,62.25,0
54.69,45.95,62.43,756.51,1
63.17,48.72,55.68,445.92,0
47.14,43.7,64.2,501.29,0
50.15,23.58,18.9,347.45,0
65.27,82.68,52.27,140.85,0
70.8,88.65,86.75,263.98,1
51.85,38.95,46.39,389.33,0
66.68,62.59,65.02,478.16,0
44.88,32.29,34.68,27.5,0
51.34,37.78,30.62,230.62,0
34.25,8.33,10.0,151.61,0
39.17,40.54,44.42,287.91,0
60.93,63.31,64.32,207.84,1
46.9,45.88,55.25,49.95,0
61.82,51.02,35.68,259.22,0
73.36,76.03,56.51,95.52,0
52.6,53.86,42.26,194.7,0
42.82,34.29,38.8,201.89,0
61.34,70.63,51.65,453.06,0
53.33,40.58,61.0,248.1,0
75.76,89.31,50.38,186.62,1
70.26,46.14,72.21,308.64,0
42.54,26.27,24.38,67.38,0
52.13,42.77,36.23,215.14,0
67.42,55.99,74.73,295.16,0
71.54,82.85,79.65,288.32,1
45.92,42.09,46.01,120.56,0
44.6,23.67,35.09,254.59,0
47.99,27.09,57.3,302.05,0
39.58,20.18,51.39,64.23,0
65.03,63.17,63.72,109.38,0
55.62,43.66,56.45,151.64,0
60.38,66.67,68.81,549.43,0
73.91,74.24,52.87,87.8,0
47.89,43.05,54.64,248.77,0
70.0,77.86,69.02,147.04,1
35.43,14.0,21.27,59.37,0
51.68,61.17,48.93,304.69,0
67.93,74.22,89.28,11.62,0
62.59,45.53,30.53,416.53,0
49.92,39.55,53.17,44.1,0
63.37,84.43,67.17,100.17,0
47.05,30.3,46.12,1000.0,1
53.15,54.88,40.94,312.88,0
53.01,34.21,40.97,235.0,0
50.19,42.03,45.38,120.08,0
37.05,30.25,59.95,791.48,0
75.49,89.01,61.84,186.51,1
48.57,33.74,44.96,72.49,0
46.45,34.66,50.98,561.81,0
56.9,65.42,57.86,219.95,0
64.82,51.9,69.69,6.62,0
48.07,39.85,38.68,150.17,0
54.05,38.19,22.35,313.69,0
55.26,55.59,65.78,374.37,0
52.39,36.92,61.04,153.6,0
63.54,67.99,80.5,182.21,0
62.27,65.5,70.57,284.72,0
55.48,60.03,76.77,59.65,0
59.57,54.18,60.83,252.09,0
60.06,45.72,38.0,242.85,0
49.61,49.52,47.31,280.04,0
50.37,48.98,26.85,194.17,0
86.31,86.06,75.89,34.68,1
39.83,27.91,59.2,234.16,0
48.78,42.51,37.37,68.6,0
58.29,42.12,55.78,1000.0,0
65.41,57.25,48.31,463.17,0
58.17,83.29,49.98,28.28,0
56.74,45.46,34.41,71.75,0
54.36,50.73,76.89,146.18,0
64.54,72.36,73.97,310.32,0
73.46,77.47,56.8,114.04,0
62.85,70.86,72.98,838.08,0
46.35,36.75,39.78,119.12,0
43.21,27.87,37.74,40.32,0
49.33,41.48,40.27,231.59,0
65.06,68.1,54.4,393.32,0
65.19,57.76,52.55,195.8,0
60.58,57.49,62.12,45.96,0
50.4,40.15,56.89,177.77,0
75.38,88.37,96.08,276.99,1
74.93,84.84,42.61,169.73,1
57.67,49.52,56.06,35.22,0
40.24,25.16,48.05,502.97,0
78.78,97.09,85.91,26.88,1
66.23,97.45,66.0,541.19,0
78.42,84.24,70.93,838.68,1
59.11,42.3,32.73,334.58,0
59.41,49.93,83.31,232.28,0
51.32,28.45,47.23,68.35,0
67.74,78.5,67.59,399.33,0
56.34,61.06,48.77,906.68,1
47.85,48.09,39.94,185.66,0
48.37,24.62,23.26,309.15,0
56.72,61.89,77.12,179.4,0
65.4,76.67,56.36,130.17,0
70.03,80.23,67.81,56.6,1
52.06,44.01,50.05,196.69,0
67.68,74.69,62.55,152.35,0
37.22,31.0,29.8,186.57,0
50.71,43.21,58.11,148.98,0
66.5,66.04,71.14,31.75,0
65.02,76.47,57.85,518.25,0
44.46,36.46,41.08,73.13,0
48.63,25.78,48.53,950.34,1
61.04,67.73,61.74,77.43,0
65.35,70.49,48.23,356.32,0
61.32,66.03,60.98,44.51,0
39.76,16.87,47.62,377.77,0
82.54,93.23,96.86,122.66,1
61.22,57.31,63.05,153.8,0
54.21,61.56,77.25,155.09,0
66.39,78.8,72.6,287.32,1
66.63,79.77,63.43,237.81,0
71.35,83.19,59.24,220.88,1
52.34,34.34,79.08,187.87,0
71.83,86.23,62.46,114.59,0
60.6,62.15,61.33,364.54,0
39.99,41.64,50.62,212.89,0
58.77,43.8,43.74,286.13,0
61.54,66.04,78.68,230.02,1
56.33,50.07,84.06,136.76,0
63.96,66.69,79.76,559.31,1
54.77,57.87,59.17,384.52,0
48.32,38.13,60.94,118.98,0
65.24,80.71,66.48,507.89,1
80.52,90.45,60.41,339.11,1
43.44,49.03,36.9,36.05,0
56.9,64.48,55.65,332.3,0
60.51,65.47,50.93,262.43,0
71.71,70.05,50.38,224.84,0
80.46,97.66,75.38,352.21,1
53.18,63.84,51.38,251.13,0
38.41,15.19,35.86,101.48,0
73.19,81.71,72.43,3.01,1
54.86,25.5,39.98,71.66,0
55.1,53.9,58.53,499.34,0
46.98,45.43,75.63,297.75,0
51.15,38.13,65.51,281.17,0
49.36,38.2,45.91,216.18,0
60.77,57.51,51.61,61.77,0
76.08,88.31,83.92,18.04,1
67.57,73.84,89.79,349.37,0
45.79,24.23,44.66,449.51,0
61.96,47.36,37.83,301.63,0
54.16,51.34,47.03,126.38,0
35.32,20.53,35.73,138.65,0
49.21,34.01,36.66,303.97,0
68.1,92.4,74.28,182.52,1
68.64,91.85,85.61,176.4,1
48.94,45.75,80.66,119.22,0
46.75,45.66,57.34,100.5,0
64.46,57.87,55.75,181.95,0
54.21,47.74,51.74,37.56,0
56.46,45.5,41.2,292.9,0
58.91,52.95,78.39,80.08,0
50.6,42.71,47.65,359.8,0
53.95,37.27,39.07,120.85,0
59.21,64.4,55.45,182.16,0
44.08,28.09,10.0,283.71,0
36.0,16.39,49.64,156.81,0
72.19,72.16,54.88,89.24,0
59.47,60.87,64.65,242.97,0
44.27,20.18,26.93,529.75,0
60.44,68.16,55.2,318.17,0
73.15,80.25,51.97,86.31,0
41.0,11.16,45.16,147.2,0
47.15,50.6,75.48,796.94,1
45.71,29.75,54.75,45.26,0
58.15,55.58,51.98,289.98,0
63.65,72.05,76.05,151.09,0
63.16,52.7,68.41,247.66,0
39.6,29.76,47.01,192.22,0
65.66,78.05,86.16,303.5,1
55.71,60.76,44.39,111.2,0
54.4,37.49,61.18,49.21,0
56.08,63.52,61.39,0.65,0
58.47,77.46,58.8,62.02,0
42.7,18.56,28.97,135.82,0
68.01,79.8,68.83,333.31,0
63.57,57.32,60.28,133.44,0
38.89,6.16,37.13,347.41,0
47.16,33.41,53.64,243.82,0
56.66,69.29,23.04,472.9,0
58.97,71.64,74.22,124.86,0
59.98,80.09,73.53,262.06,1
50.34,41.36,69.15,387.32,0
69.2,88.04,79.65,294.55,0
71.89,88.67,61.62,174.46,0
66.96,74.11,51.75,126.86,0
77.85,79.05,50.76,91.55,1
44.81,21.53,47.88,164.07,0
68.14,77.78,57.9,61.64,0
48.07,51.95,47.77,118.74,0
57.02,54.11,56.01,207.75,0
62.45,56.61,31.64,34.16,0
43.18,20.06,32.18,51.08,0
41.2,31.39,57.49,258.1,0
69.45,85.5,62.32,10.25,0
40.8,18.34,48.5,193.22,0
65.32,76.88,71.11,10.25,0
60.95,69.65,57.44,1000.0,0
37.4,35.08,57.44,298.56,0
58.65,66.29,62.44,985.07,1
50.42,37.3,32.07,386.78,0
52.85,35.82,22.52,1000.0,0
57.65,54.94,72.82,64.25,0
59.07,47.32,86.49,200.31,0
55.56,52.07,69.66,268.69,0
58.51,67.17,51.42,218.14,0
55.32,55.85,73.09,449.41,0
56.41,47.64,37.53,394.65,0
53.61,49.9,62.63,203.93,0
35.07,13.66,36.88,827.29,1
57.81,73.03,62.79,19.96,0
58.84,68.07,52.79,228.38,0
61.32,68.05,82.61,10.43,1
46.5,37.83,53.59,173.14,0
53.6,57.54,59.12,98.19,0
79.69,86.76,62.0,102.32,0
60.19,54.75,52.39,78.14,0
71.48,62.0,42.96,139.98,0
